EBFFFBAL_00003	K07478
AHNJCBNO_01525	K03242
AHNJCBNO_01543	K01151
AHNJCBNO_01572	K00171
AHNJCBNO_01574	K00170
AHNJCBNO_01606	K00555
AHNJCBNO_01613	K06885
AHNJCBNO_01621	K11142
AHNJCBNO_01632	K03628
AHNJCBNO_01636	K01940
AHNJCBNO_01667	K02003
AHNJCBNO_01683	K01876
PNJNHPNJ_00013	K04567
PNJNHPNJ_00019	K01092
PNJNHPNJ_00026	K01493
PNJNHPNJ_00030	K07562
PNJNHPNJ_00037	K18105
PNJNHPNJ_00050	K06147
PNJNHPNJ_00052	K07025
PNJNHPNJ_00071	K00012
PNJNHPNJ_00072	K01001
PNJNHPNJ_00079	K01597
PNJNHPNJ_00080	K00938
PNJNHPNJ_00081	K01641
PNJNHPNJ_00084	K01012
PNJNHPNJ_00085	K03150
PNJNHPNJ_00088	K07466
PNJNHPNJ_00116	K00574
PNJNHPNJ_00123	K03420
PNJNHPNJ_00129	K01520
PNJNHPNJ_00130	K03120
PNJNHPNJ_00135	K15429
PNJNHPNJ_00140	K01170
PNJNHPNJ_00141	K00784
PNJNHPNJ_00144	K03239
PNJNHPNJ_00145	K03136
PNJNHPNJ_00150	K01890
PNJNHPNJ_00151	K01889
PNJNHPNJ_00153	K06965
PNJNHPNJ_00162	K04801
PNJNHPNJ_00172	K03531
PNJNHPNJ_00173	K00586
PNJNHPNJ_00176	K13179
PNJNHPNJ_00184	K02953
PNJNHPNJ_00185	K03555
PNJNHPNJ_00186	K03572
PNJNHPNJ_00187	K00555
PNJNHPNJ_00200	K17686
PNJNHPNJ_00209	K01118
PNJNHPNJ_00210	K00615
PNJNHPNJ_00214	K07129
PNJNHPNJ_00221	K07041
PNJNHPNJ_00233	K00759
PNJNHPNJ_00240	K05544
PNJNHPNJ_00243	K02470
PNJNHPNJ_00250	K01803
PNJNHPNJ_00252	K08056
PNJNHPNJ_00254	K02319
PNJNHPNJ_00256	K02866
PNJNHPNJ_00261	K06927
PNJNHPNJ_00291	K02979
PNJNHPNJ_00293	K00940
PNJNHPNJ_00304	K09141
PNJNHPNJ_00313	K02863
PNJNHPNJ_00314	K02864
PNJNHPNJ_00317	K03236
PNJNHPNJ_00331	K07405
PNJNHPNJ_00336	K00006
PNJNHPNJ_00338	K01006
PNJNHPNJ_00349	K01868
PNJNHPNJ_00386	K03263
PNJNHPNJ_00394	K01151
PNJNHPNJ_00395	K01255
PNJNHPNJ_00401	K07738
PNJNHPNJ_00402	K00027
PNJNHPNJ_00406	K01892
PNJNHPNJ_00420	K07463
PNJNHPNJ_00432	K00532
PNJNHPNJ_00438	K03242
PNJNHPNJ_00442	K03531
PNJNHPNJ_00444	K02601
PNJNHPNJ_00460	K09186
PNJNHPNJ_00478	K01880
PNJNHPNJ_00489	K01874
PNJNHPNJ_00491	K06943
PNJNHPNJ_00494	K01507
PNJNHPNJ_00500	K03041
PNJNHPNJ_00505	K02992
PNJNHPNJ_00512	K08303
PNJNHPNJ_00522	K03308
PNJNHPNJ_00525	K03622
PNJNHPNJ_00555	K01893
PNJNHPNJ_00558	K03264
PNJNHPNJ_00577	K01876
PNJNHPNJ_00597	K01999
PNJNHPNJ_00598	K06942
PNJNHPNJ_00603	K00939
PNJNHPNJ_00614	K01881
PNJNHPNJ_00617	K04487
PNJNHPNJ_00621	K09118
PNJNHPNJ_00637	K03470
PNJNHPNJ_00643	K03471
PNJNHPNJ_00644	K06675
PNJNHPNJ_00655	K03799
PNJNHPNJ_00657	K10896
PNJNHPNJ_00681	K07029
PNJNHPNJ_00715	K04802
PNJNHPNJ_00716	K12574
PNJNHPNJ_00721	K04069
PNJNHPNJ_00724	K06024
PNJNHPNJ_00726	K02469
PNJNHPNJ_00741	K03047
PNJNHPNJ_00743	K02883
PNJNHPNJ_00744	K02871
PNJNHPNJ_00745	K02960
PNJNHPNJ_00751	K01869
PNJNHPNJ_00758	K07581
PNJNHPNJ_00763	K03769
PNJNHPNJ_00771	K01784
PNJNHPNJ_00772	K22901
PNJNHPNJ_00782	K07176
PNJNHPNJ_00786	K03124
PNJNHPNJ_00791	K01591
PNJNHPNJ_00815	K04076
PNJNHPNJ_00820	K01409
PNJNHPNJ_00821	K01139
PNJNHPNJ_00834	K03284
PNJNHPNJ_00846	K02004
PNJNHPNJ_00848	K02003
PNJNHPNJ_00863	K01937
PNJNHPNJ_00866	K09903
PNJNHPNJ_00872	K14564
PNJNHPNJ_00881	K02050
PNJNHPNJ_00886	K10686
PNJNHPNJ_00905	K04487
PNJNHPNJ_00913	K01866
PNJNHPNJ_00916	K03231
PNJNHPNJ_00917	K02946
PNJNHPNJ_00938	K10725
PNJNHPNJ_00944	K06178
PNJNHPNJ_00958	K04567
PNJNHPNJ_00965	K15865
PNJNHPNJ_00966	K03537
PNJNHPNJ_00967	K02729
PNJNHPNJ_00971	K12589
PNJNHPNJ_00973	K09728
PNJNHPNJ_00979	K15449
PNJNHPNJ_00986	K03778
PNJNHPNJ_00989	K03386
PNJNHPNJ_01002	K11131
PNJNHPNJ_01003	K02910
PNJNHPNJ_01006	K02966
PNJNHPNJ_01011	K01265
PNJNHPNJ_01013	K08851
PNJNHPNJ_01024	K18931
PNJNHPNJ_01030	K00858
PNJNHPNJ_01036	K00763
PNJNHPNJ_01040	K00600
PNJNHPNJ_01042	K11754
PNJNHPNJ_01046	K11442
PNJNHPNJ_01055	K02877
PNJNHPNJ_01058	K00560
PNJNHPNJ_01065	K00856
PNJNHPNJ_01072	K12598
PNJNHPNJ_01080	K06870
PNJNHPNJ_01081	K03168
PNJNHPNJ_01094	K13525
PNJNHPNJ_01110	K02978
PNJNHPNJ_01112	K11130
PNJNHPNJ_01118	K09482
PNJNHPNJ_01119	K03330
PNJNHPNJ_01123	K06176
PNJNHPNJ_01129	K14719
PNJNHPNJ_01130	K03431
PNJNHPNJ_01133	K04042
PNJNHPNJ_01145	K10960
PNJNHPNJ_01147	K21306
PNJNHPNJ_01159	K02501
PNJNHPNJ_01162	K00804
PNJNHPNJ_01163	K04794
PNJNHPNJ_01166	K22447
PNJNHPNJ_01195	K01885
PNJNHPNJ_01203	K01519
PNJNHPNJ_01210	K15553
PNJNHPNJ_01220	K01997
PNJNHPNJ_01221	K01998
PNJNHPNJ_01222	K11957
PNJNHPNJ_01224	K11958
PNJNHPNJ_01226	K04800
PNJNHPNJ_01233	K07332
PNJNHPNJ_01240	K01873
PNJNHPNJ_01248	K01872
PNJNHPNJ_01259	K10844
PNJNHPNJ_01264	K03243
PNJNHPNJ_01266	K07301
PNJNHPNJ_01283	K01875
PNJNHPNJ_01294	K07151
PNJNHPNJ_01298	K03022
PNJNHPNJ_01299	K07158
PNJNHPNJ_01319	K07577
PNJNHPNJ_01322	K01537
PNJNHPNJ_01324	K02967
PNJNHPNJ_01325	K04484
PNJNHPNJ_01328	K11936
PNJNHPNJ_01330	K03627
PNJNHPNJ_01333	K03166
PNJNHPNJ_01334	K03167
PNJNHPNJ_01335	K06961
PNJNHPNJ_01340	K07178
PNJNHPNJ_01343	K18532
PNJNHPNJ_01345	K02342
PNJNHPNJ_01349	K08971
PNJNHPNJ_01351	K03076
PNJNHPNJ_01352	K02876
PNJNHPNJ_01355	K02881
PNJNHPNJ_01356	K02885
PNJNHPNJ_01358	K02933
PNJNHPNJ_01359	K02994
PNJNHPNJ_01362	K02987
PNJNHPNJ_01364	K02874
PNJNHPNJ_01365	K02961
PNJNHPNJ_01369	K02982
PNJNHPNJ_01374	K07457
PNJNHPNJ_01380	K03686
PNJNHPNJ_01386	K03687
PNJNHPNJ_01392	K03653
PNJNHPNJ_01394	K01823
PNJNHPNJ_01418	K22446
PNJNHPNJ_01435	K01007
PNJNHPNJ_01437	K00134
PNJNHPNJ_01441	K06889
PNJNHPNJ_01449	K06936
PNJNHPNJ_01456	K02004
PNJNHPNJ_01467	K01689
PNJNHPNJ_01475	K07045
PNJNHPNJ_01490	K17103
PNJNHPNJ_01491	K09775
PNJNHPNJ_01495	K04486
PNJNHPNJ_01507	K09765
PNJNHPNJ_01509	K10773
PNJNHPNJ_01510	K03724
PNJNHPNJ_01523	K21929
PNJNHPNJ_01525	K00525
PNJNHPNJ_01527	K00169
PNJNHPNJ_01529	K00172
PNJNHPNJ_01535	K07446
CFCGEFGE_00001	K00609
CFCGEFGE_00005	K01919
CFCGEFGE_00007	K09761
CFCGEFGE_00008	K03179
CFCGEFGE_00013	K00995
CFCGEFGE_00014	K03703
CFCGEFGE_00020	K07735
CFCGEFGE_00023	K07305
CFCGEFGE_00028	K00648
CFCGEFGE_00029	K04764
CFCGEFGE_00032	K01494
CFCGEFGE_00033	K06024
CFCGEFGE_00034	K05896
CFCGEFGE_00035	K01207
CFCGEFGE_00037	K01887
CFCGEFGE_00038	K01129
CFCGEFGE_00039	K22072
CFCGEFGE_00040	K01142
CFCGEFGE_00042	K06204
CFCGEFGE_00050	K03585
CFCGEFGE_00059	K00024
CFCGEFGE_00060	K01903
CFCGEFGE_00061	K01902
CFCGEFGE_00062	K00164
CFCGEFGE_00063	K00658
CFCGEFGE_00066	K03644
CFCGEFGE_00068	K11069
CFCGEFGE_00069	K11076
CFCGEFGE_00070	K11075
CFCGEFGE_00071	K11074
CFCGEFGE_00075	K01627
CFCGEFGE_00079	K05566
CFCGEFGE_00081	K05568
CFCGEFGE_00082	K05568
CFCGEFGE_00087	K00773
CFCGEFGE_00088	K01610
CFCGEFGE_00092	K03522
CFCGEFGE_00093	K03521
CFCGEFGE_00094	K00798
CFCGEFGE_00100	K00930
CFCGEFGE_00103	K03217
CFCGEFGE_00104	K14058
CFCGEFGE_00107	K08998
CFCGEFGE_00109	K02914
CFCGEFGE_00112	K01867
CFCGEFGE_00115	K03980
CFCGEFGE_00119	K17839
CFCGEFGE_00126	K00962
CFCGEFGE_00127	K02956
CFCGEFGE_00130	K03177
CFCGEFGE_00131	K02834
CFCGEFGE_00135	K03088
CFCGEFGE_00136	K07167
CFCGEFGE_00138	K03572
CFCGEFGE_00141	K00602
CFCGEFGE_00142	K06978
CFCGEFGE_00148	K10191
CFCGEFGE_00149	K10117
CFCGEFGE_00151	K02026
CFCGEFGE_00152	K07407
CFCGEFGE_00157	K06196
CFCGEFGE_00160	K00266
CFCGEFGE_00162	K00356
CFCGEFGE_00166	K10209
CFCGEFGE_00169	K03684
CFCGEFGE_00172	K06861
CFCGEFGE_00174	K02806
CFCGEFGE_00175	K00979
CFCGEFGE_00176	K01082
CFCGEFGE_00177	K03919
CFCGEFGE_00178	K09972
CFCGEFGE_00183	K06179
CFCGEFGE_00184	K06199
CFCGEFGE_00185	K07478
CFCGEFGE_00186	K02879
CFCGEFGE_00187	K03040
CFCGEFGE_00188	K02948
CFCGEFGE_00189	K02952
CFCGEFGE_00192	K02876
CFCGEFGE_00194	K02907
CFCGEFGE_00195	K02988
CFCGEFGE_00196	K02881
CFCGEFGE_00200	K13598
CFCGEFGE_00203	K16329
CFCGEFGE_00209	K03753
CFCGEFGE_00210	K03750
CFCGEFGE_00211	K03624
CFCGEFGE_00212	K00311
CFCGEFGE_00215	K02523
CFCGEFGE_00220	K01586
CFCGEFGE_00223	K01755
CFCGEFGE_00230	K06187
CFCGEFGE_00232	K02343
CFCGEFGE_00233	K01409
CFCGEFGE_00234	K00057
CFCGEFGE_00235	K01251
CFCGEFGE_00236	K06952
CFCGEFGE_00238	K15012
CFCGEFGE_00241	K06925
CFCGEFGE_00242	K07102
CFCGEFGE_00243	K00992
CFCGEFGE_00245	K03192
CFCGEFGE_00246	K02234
CFCGEFGE_00247	K02230
CFCGEFGE_00251	K04043
CFCGEFGE_00252	K03686
CFCGEFGE_00254	K03555
CFCGEFGE_00255	K03687
CFCGEFGE_00257	K00989
CFCGEFGE_00258	K02428
CFCGEFGE_00262	K03497
CFCGEFGE_00263	K03496
CFCGEFGE_00264	K03501
CFCGEFGE_00267	K00381
CFCGEFGE_00270	K02199
CFCGEFGE_00275	K01681
CFCGEFGE_00277	K02520
CFCGEFGE_00278	K15783
CFCGEFGE_00279	K01438
CFCGEFGE_00282	K01262
CFCGEFGE_00286	K03086
CFCGEFGE_00287	K02316
CFCGEFGE_00288	K06180
CFCGEFGE_00289	K08602
CFCGEFGE_00293	K01091
CFCGEFGE_00297	K01934
CFCGEFGE_00298	K09769
CFCGEFGE_00303	K00573
CFCGEFGE_00311	K01816
CFCGEFGE_00314	K08319
CFCGEFGE_00316	K01895
CFCGEFGE_00323	K07568
CFCGEFGE_00325	K00382
CFCGEFGE_00334	K05515
CFCGEFGE_00340	K00240
CFCGEFGE_00346	K18459
CFCGEFGE_00348	K03789
CFCGEFGE_00356	K02529
CFCGEFGE_00357	K08081
CFCGEFGE_00359	K15509
CFCGEFGE_00364	K10112
CFCGEFGE_00372	K06995
CFCGEFGE_00376	K00832
CFCGEFGE_00377	K01011
CFCGEFGE_00378	K03664
CFCGEFGE_00379	K01714
CFCGEFGE_00392	K06600
CFCGEFGE_00396	K18798
CFCGEFGE_00401	K06177
CFCGEFGE_00403	K02855
CFCGEFGE_00405	K00315
CFCGEFGE_00408	K09861
CFCGEFGE_00410	K08316
CFCGEFGE_00416	K00762
CFCGEFGE_00418	K11811
CFCGEFGE_00419	K05921
CFCGEFGE_00421	K03651
CFCGEFGE_00423	K00036
CFCGEFGE_00425	K06145
CFCGEFGE_00426	K00847
CFCGEFGE_00427	K10235
CFCGEFGE_00430	K08261
CFCGEFGE_00431	K10229
CFCGEFGE_00432	K10228
CFCGEFGE_00433	K10227
CFCGEFGE_00435	K01939
CFCGEFGE_00438	K01752
CFCGEFGE_00439	K01807
CFCGEFGE_00444	K00020
CFCGEFGE_00445	K01873
CFCGEFGE_00446	K00817
CFCGEFGE_00449	K07127
CFCGEFGE_00450	K16135
CFCGEFGE_00452	K00108
CFCGEFGE_00453	K00130
CFCGEFGE_00459	K10543
CFCGEFGE_00460	K10544
CFCGEFGE_00461	K10545
CFCGEFGE_00462	K00854
CFCGEFGE_00463	K01805
CFCGEFGE_00465	K09710
CFCGEFGE_00471	K13789
CFCGEFGE_00472	K01662
CFCGEFGE_00473	K04854
CFCGEFGE_00475	K00970
CFCGEFGE_00480	K03655
CFCGEFGE_00483	K01894
CFCGEFGE_00484	K04094
CFCGEFGE_00486	K07240
CFCGEFGE_00489	K02115
CFCGEFGE_00490	K02112
CFCGEFGE_00492	K00948
CFCGEFGE_00494	K01620
CFCGEFGE_00497	K11753
CFCGEFGE_00499	K04078
CFCGEFGE_00500	K04077
CFCGEFGE_00501	K01589
CFCGEFGE_00502	K01588
CFCGEFGE_00506	K00958
CFCGEFGE_00508	K01626
CFCGEFGE_00509	K00942
CFCGEFGE_00515	K10255
CFCGEFGE_00517	K06147
CFCGEFGE_00519	K22522
CFCGEFGE_00521	K04564
CFCGEFGE_00524	K03074
CFCGEFGE_00525	K02967
CFCGEFGE_00532	K00643
CFCGEFGE_00533	K09159
CFCGEFGE_00535	K07402
CFCGEFGE_00537	K06173
CFCGEFGE_00538	K01870
CFCGEFGE_00540	K01004
CFCGEFGE_00543	K01625
CFCGEFGE_00545	K14682
CFCGEFGE_00546	K09761
CFCGEFGE_00551	K03885
CFCGEFGE_00552	K08227
CFCGEFGE_00555	K02108
CFCGEFGE_00557	K02109
CFCGEFGE_00560	K01658
CFCGEFGE_00561	K00766
CFCGEFGE_00562	K00790
CFCGEFGE_00563	K00765
CFCGEFGE_00564	K00013
CFCGEFGE_00566	K02274
CFCGEFGE_00574	K05595
CFCGEFGE_00576	K03074
CFCGEFGE_00578	K16345
CFCGEFGE_00579	K07090
CFCGEFGE_00589	K02519
CFCGEFGE_00590	K01561
CFCGEFGE_00591	K11688
CFCGEFGE_00592	K21394
CFCGEFGE_00594	K02113
CFCGEFGE_00597	K22342
CFCGEFGE_00598	K22343
CFCGEFGE_00599	K00794
CFCGEFGE_00600	K01465
CFCGEFGE_00602	K09966
CFCGEFGE_00603	K02939
CFCGEFGE_00604	K02963
CFCGEFGE_00605	K02990
CFCGEFGE_00606	K03790
CFCGEFGE_00608	K00759
CFCGEFGE_00613	K08484
CFCGEFGE_00614	K13481
CFCGEFGE_00616	K02001
CFCGEFGE_00617	K02000
CFCGEFGE_00618	K02002
CFCGEFGE_00619	K03820
CFCGEFGE_00620	K00789
CFCGEFGE_00621	K03439
CFCGEFGE_00622	K00800
CFCGEFGE_00623	K00945
CFCGEFGE_00626	K03814
CFCGEFGE_00628	K02968
CFCGEFGE_00630	K02313
CFCGEFGE_00631	K02338
CFCGEFGE_00640	K17938
CFCGEFGE_00644	K00758
CFCGEFGE_00645	K03783
CFCGEFGE_00647	K00088
CFCGEFGE_00650	K00031
CFCGEFGE_00651	K02533
CFCGEFGE_00654	K02871
CFCGEFGE_00656	K01751
CFCGEFGE_00661	K02986
CFCGEFGE_00664	K07304
CFCGEFGE_00669	K03551
CFCGEFGE_00673	K03559
CFCGEFGE_00684	K03043
CFCGEFGE_00688	K02864
CFCGEFGE_00689	K02863
CFCGEFGE_00692	K11717
CFCGEFGE_00696	K02860
CFCGEFGE_00697	K02959
CFCGEFGE_00698	K04092
CFCGEFGE_00700	K00259
CFCGEFGE_00702	K09471
CFCGEFGE_00703	K01915
CFCGEFGE_00705	K07147
CFCGEFGE_00706	K01591
CFCGEFGE_00707	K02346
CFCGEFGE_00708	K01479
CFCGEFGE_00710	K00123
CFCGEFGE_00715	K09701
CFCGEFGE_00716	K06954
CFCGEFGE_00717	K02002
CFCGEFGE_00718	K02001
CFCGEFGE_00719	K02000
CFCGEFGE_00720	K03470
CFCGEFGE_00721	K13581
CFCGEFGE_00722	K03575
CFCGEFGE_00730	K03592
CFCGEFGE_00733	K00121
CFCGEFGE_00744	K00767
CFCGEFGE_00745	K00278
CFCGEFGE_00747	K03863
CFCGEFGE_00750	K07149
CFCGEFGE_00752	K00864
CFCGEFGE_00753	K00111
CFCGEFGE_00755	K03786
CFCGEFGE_00757	K00605
CFCGEFGE_00759	K18277
CFCGEFGE_00760	K01915
CFCGEFGE_00761	K22083
CFCGEFGE_00762	K22082
CFCGEFGE_00763	K22081
CFCGEFGE_00767	K02160
CFCGEFGE_00768	K01961
CFCGEFGE_00769	K00684
CFCGEFGE_00771	K02067
CFCGEFGE_00773	K03544
CFCGEFGE_00774	K01358
CFCGEFGE_00779	K03469
CFCGEFGE_00780	K00604
CFCGEFGE_00782	K01462
CFCGEFGE_00792	K02470
CFCGEFGE_00796	K03568
CFCGEFGE_00803	K00605
CFCGEFGE_00807	K00666
CFCGEFGE_00808	K08299
CFCGEFGE_00810	K00249
CFCGEFGE_00811	K17735
CFCGEFGE_00817	K01182
CFCGEFGE_00818	K22211
CFCGEFGE_00822	K01915
CFCGEFGE_00833	K07393
CFCGEFGE_00835	K02225
CFCGEFGE_00836	K02227
CFCGEFGE_00837	K03530
CFCGEFGE_00839	K01736
CFCGEFGE_00842	K02062
CFCGEFGE_00844	K00412
CFCGEFGE_00845	K00411
CFCGEFGE_00849	K01485
CFCGEFGE_00850	K02057
CFCGEFGE_00851	K02057
CFCGEFGE_00854	K02535
CFCGEFGE_00857	K04751
CFCGEFGE_00858	K03320
CFCGEFGE_00863	K03797
CFCGEFGE_00867	K01664
CFCGEFGE_00868	K01657
CFCGEFGE_00869	K03770
CFCGEFGE_00872	K01476
CFCGEFGE_00873	K01750
CFCGEFGE_00876	K14171
CFCGEFGE_00877	K01724
CFCGEFGE_00884	K03466
CFCGEFGE_00887	K00821
CFCGEFGE_00888	K00611
CFCGEFGE_00889	K06178
CFCGEFGE_00890	K11991
CFCGEFGE_00891	K02435
CFCGEFGE_00892	K02433
CFCGEFGE_00903	K07080
CFCGEFGE_00906	K01495
CFCGEFGE_00908	K00338
CFCGEFGE_00912	K05523
CFCGEFGE_00920	K18979
CFCGEFGE_00930	K02837
CFCGEFGE_00936	K04487
CFCGEFGE_00938	K07018
CFCGEFGE_00941	K01733
CFCGEFGE_00951	K02426
CFCGEFGE_00952	K00548
CFCGEFGE_00956	K01756
CFCGEFGE_00957	K01923
CFCGEFGE_00958	K01952
CFCGEFGE_00959	K01952
CFCGEFGE_00961	K01790
CFCGEFGE_00967	K00281
CFCGEFGE_00968	K02437
CFCGEFGE_00969	K00605
CFCGEFGE_00972	K05800
CFCGEFGE_00975	K05396
CFCGEFGE_00976	K02002
CFCGEFGE_00978	K00059
CFCGEFGE_00979	K06181
CFCGEFGE_00980	K02078
CFCGEFGE_00982	K03306
CFCGEFGE_00983	K07657
CFCGEFGE_00986	K02619
CFCGEFGE_00987	K01665
CFCGEFGE_00994	K01868
CFCGEFGE_00996	K00315
CFCGEFGE_01000	K06991
CFCGEFGE_01002	K00254
CFCGEFGE_01013	K13896
CFCGEFGE_01015	K13894
CFCGEFGE_01018	K04518
CFCGEFGE_01019	K03426
CFCGEFGE_01022	K05539
CFCGEFGE_01025	K01921
CFCGEFGE_01031	K01000
CFCGEFGE_01032	K01929
CFCGEFGE_01033	K01928
CFCGEFGE_01038	K17317
CFCGEFGE_01039	K10112
CFCGEFGE_01041	K01799
CFCGEFGE_01043	K01760
CFCGEFGE_01045	K01092
CFCGEFGE_01050	K22066
CFCGEFGE_01052	K02434
CFCGEFGE_01056	K03601
CFCGEFGE_01057	K01945
CFCGEFGE_01058	K04755
CFCGEFGE_01059	K04771
CFCGEFGE_01062	K04088
CFCGEFGE_01064	K01883
CFCGEFGE_01066	K20035
CFCGEFGE_01067	K04485
CFCGEFGE_01068	K02065
CFCGEFGE_01073	K02500
CFCGEFGE_01074	K01814
CFCGEFGE_01075	K02501
CFCGEFGE_01076	K01693
CFCGEFGE_01077	K00285
CFCGEFGE_01078	K00261
CFCGEFGE_01082	K09810
CFCGEFGE_01086	K04042
CFCGEFGE_01087	K01091
CFCGEFGE_01089	K00330
CFCGEFGE_01090	K00331
CFCGEFGE_01091	K03936
CFCGEFGE_01093	K00324
CFCGEFGE_01099	K00891
CFCGEFGE_01100	K01735
CFCGEFGE_01102	K17285
CFCGEFGE_01103	K02639
CFCGEFGE_01108	K11473
CFCGEFGE_01110	K04080
CFCGEFGE_01111	K00135
CFCGEFGE_01112	K01687
CFCGEFGE_01115	K02056
CFCGEFGE_01116	K02057
CFCGEFGE_01118	K02529
CFCGEFGE_01122	K03060
CFCGEFGE_01127	K17222
CFCGEFGE_01128	K17224
CFCGEFGE_01129	K08738
CFCGEFGE_01130	K03937
CFCGEFGE_01135	K09816
CFCGEFGE_01136	K02074
CFCGEFGE_01137	K09823
CFCGEFGE_01140	K02065
CFCGEFGE_01141	K02066
CFCGEFGE_01144	K00564
CFCGEFGE_01146	K10017
CFCGEFGE_01147	K16961
CFCGEFGE_01155	K22133
CFCGEFGE_01157	K00969
CFCGEFGE_01163	K06958
CFCGEFGE_01169	K01464
CFCGEFGE_01170	K17722
CFCGEFGE_01181	K01951
CFCGEFGE_01183	K07738
CFCGEFGE_01184	K11752
CFCGEFGE_01185	K00793
CFCGEFGE_01190	K05656
CFCGEFGE_01193	K00799
CFCGEFGE_01197	K06200
CFCGEFGE_01199	K17213
CFCGEFGE_01204	K01754
CFCGEFGE_01205	K01940
CFCGEFGE_01208	K07261
CFCGEFGE_01209	K00674
CFCGEFGE_01212	K00058
CFCGEFGE_01213	K00831
CFCGEFGE_01219	K03574
CFCGEFGE_01220	K00620
CFCGEFGE_01223	K01265
CFCGEFGE_01227	K21698
CFCGEFGE_01229	K05815
CFCGEFGE_01230	K02025
CFCGEFGE_01231	K02027
CFCGEFGE_01236	K01609
CFCGEFGE_01237	K03637
CFCGEFGE_01238	K03750
CFCGEFGE_01240	K01962
CFCGEFGE_01243	K01892
CFCGEFGE_01244	K02502
CFCGEFGE_01258	K02970
CFCGEFGE_01265	K06196
CFCGEFGE_01267	K01679
CFCGEFGE_01274	K00528
CFCGEFGE_01282	K00790
CFCGEFGE_01283	K00013
CFCGEFGE_01291	K06213
CFCGEFGE_01295	K00457
CFCGEFGE_01298	K01696
CFCGEFGE_01299	K01817
CFCGEFGE_01301	K05788
CFCGEFGE_01310	K02055
CFCGEFGE_01312	K02050
CFCGEFGE_01313	K02050
CFCGEFGE_01314	K02049
CFCGEFGE_01315	K01464
CFCGEFGE_01316	K06016
CFCGEFGE_01317	K09017
CFCGEFGE_01318	K09017
CFCGEFGE_01320	K17723
CFCGEFGE_01321	K17722
CFCGEFGE_01323	K04478
CFCGEFGE_01325	K02200
CFCGEFGE_01326	K02198
CFCGEFGE_01334	K05802
CFCGEFGE_01335	K01738
CFCGEFGE_01336	K00574
CFCGEFGE_01337	K01669
CFCGEFGE_01339	K19745
CFCGEFGE_01341	K11068
CFCGEFGE_01347	K02342
CFCGEFGE_01349	K07113
CFCGEFGE_01356	K00548
CFCGEFGE_01363	K02341
CFCGEFGE_01369	K00566
CFCGEFGE_01374	K00591
CFCGEFGE_01375	K01259
CFCGEFGE_01378	K11754
CFCGEFGE_01383	K02002
CFCGEFGE_01386	K01778
CFCGEFGE_01399	K01240
CFCGEFGE_01402	K02056
CFCGEFGE_01403	K02057
CFCGEFGE_01404	K02057
CFCGEFGE_01407	K01637
CFCGEFGE_01409	K00997
CFCGEFGE_01410	K03474
CFCGEFGE_01411	K09928
CFCGEFGE_01413	K01770
CFCGEFGE_01417	K18588
CFCGEFGE_01418	K00760
CFCGEFGE_01420	K01933
CFCGEFGE_01422	K00940
CFCGEFGE_01423	K06158
CFCGEFGE_01424	K14067
CFCGEFGE_01427	K01644
CFCGEFGE_01433	K02902
CFCGEFGE_01436	K00764
CFCGEFGE_01438	K07146
CFCGEFGE_01442	K01716
CFCGEFGE_01446	K07090
CFCGEFGE_01448	K02012
CFCGEFGE_01449	K02011
CFCGEFGE_01457	K01785
CFCGEFGE_01460	K07112
CFCGEFGE_01462	K02031
CFCGEFGE_01470	K07649
CFCGEFGE_01475	K00133
CFCGEFGE_01477	K01255
CFCGEFGE_01483	K06041
CFCGEFGE_01484	K07636
CFCGEFGE_01486	K01965
CFCGEFGE_01487	K01966
CFCGEFGE_01488	K14083
CFCGEFGE_01490	K01883
CFCGEFGE_01493	K18163
CFCGEFGE_01498	K00768
CFCGEFGE_01499	K02233
CFCGEFGE_01500	K07736
CFCGEFGE_01501	K05524
CFCGEFGE_01503	K17675
CFCGEFGE_01509	K00817
CFCGEFGE_01510	K00220
CFCGEFGE_01512	K07232
CFCGEFGE_01513	K00020
CFCGEFGE_01514	K03111
CFCGEFGE_01515	K03701
CFCGEFGE_01516	K00954
CFCGEFGE_01517	K00858
CFCGEFGE_01523	K02027
CFCGEFGE_01524	K10109
CFCGEFGE_01525	K02026
CFCGEFGE_01536	K03862
CFCGEFGE_01539	K11956
CFCGEFGE_01540	K01996
CFCGEFGE_01541	K02887
CFCGEFGE_01542	K02916
CFCGEFGE_01544	K09948
CFCGEFGE_01546	K19802
CFCGEFGE_01548	K05936
CFCGEFGE_01549	K13541
CFCGEFGE_01550	K03394
CFCGEFGE_01551	K00595
CFCGEFGE_01552	K06042
CFCGEFGE_01557	K00567
CFCGEFGE_01559	K00852
CFCGEFGE_01562	K02335
CFCGEFGE_01564	K09986
CFCGEFGE_01566	K00304
CFCGEFGE_01578	K15735
CFCGEFGE_01582	K02913
CFCGEFGE_01583	K06890
CFCGEFGE_01587	K22025
CFCGEFGE_01588	K07090
CFCGEFGE_01594	K00010
CFCGEFGE_01597	K03338
CFCGEFGE_01598	K03336
CFCGEFGE_01603	K03719
CFCGEFGE_01604	K02295
CFCGEFGE_01605	K06876
CFCGEFGE_01608	K04091
CFCGEFGE_01612	K21393
CFCGEFGE_01622	K14260
AHFCDILD_00017	K02470
AHFCDILD_00019	K01409
AHFCDILD_00027	K03044
AHFCDILD_00055	K19221
AHFCDILD_00061	K02319
AHFCDILD_00065	K10866
AHFCDILD_00068	K04794
